표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7298540006","298540","더네이쳐홀딩스","더네이쳐홀딩스","THE NATURE HOLDINGS CO., LTD","2020/07/27","KOSDAQ","주권","우량기업부","보통주","500","14486386"
"KR7032860009","032860","더라미","더라미","The Lamy","1997/07/04","KOSDAQ","주권","중견기업부","보통주","500","40395863"
"KR7393890009","393890","더블유씨피","더블유씨피","W-SCOPE CHUNGJU PLANT CO., LTD.","2022/09/30","KOSDAQ GLOBAL","주권","기술성장기업부","보통주","500","33843144"
"KR7299170001","299170","더블유에스아이","더블유에스아이","WSI Co., Ltd.","2018/09/21","KOSDAQ","주권","중견기업부","보통주","100","41511288"
"KR7089230007","089230","더이앤엠","THE E&M","THE E&M Co., Ltd.","2006/10/10","KOSDAQ","주권","중견기업부","보통주","1000","34351826"
"KR7462860008","462860","더즌","더즌","Dozn Inc.","2025/03/24","KOSDAQ","주권","중견기업부","보통주","100","71843711"
"KR7224060004","224060","더코디","더코디","THE CODI","2015/12/29","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","5160722"
"KR7013720008","013720","더큐브앤","THE CUBE&","The Cube&","1993/12/29","KOSDAQ","주권","중견기업부","보통주","1000","60828143"
"KR7403850001","403850","더핑크퐁컴퍼니","더핑크퐁컴퍼니","The Pinkfong Company, Inc.","2025/11/18","KOSDAQ","주권","중견기업부","보통주","100","14351010"
"KR7213420003","213420","덕산네오룩스","덕산네오룩스","DUK SAN NEOLUX CO.,LTD","2015/02/06","KOSDAQ GLOBAL","주권","우량기업부","보통주","200","24831179"
"KR7317330009","317330","덕산테코피아","덕산테코피아","Duksan Techopia Co., Ltd.","2019/08/02","KOSDAQ","주권","중견기업부","보통주","500","20476584"
"KR7077360006","077360","덕산하이메탈","덕산하이메탈","DUK SAN HI METAL CO.,LTD.","2005/10/14","KOSDAQ","주권","우량기업부","보통주","200","45437002"
"KR7090410002","090410","덕신이피씨","덕신이피씨","DUKSHINEPC","2014/08/01","KOSDAQ","주권","우량기업부","보통주","100","46084095"
"KR70001A0001","0001A0","덕양에너젠","덕양에너젠","DEOKYANG ENERGEN CORPORATION","2026/01/30","KOSDAQ","주권","중견기업부","보통주","500","24791195"
"KR7263600009","263600","덕우전자","덕우전자","DERKWOO ELECTRONICS CO.,LTD.","2017/08/28","KOSDAQ","주권","중견기업부","보통주","500","15930310"
"KR7194480000","194480","데브시스터즈","데브시스터즈","Devsisters corporation","2014/10/06","KOSDAQ","주권","벤처기업부","보통주","500","12129150"
"KR7373160001","373160","데이원컴퍼니","데이원컴퍼니","Day1 Company Inc.","2025/01/24","KOSDAQ","주권","기술성장기업부","보통주","500","13805219"
"KR7263800005","263800","데이타솔루션","데이타솔루션","Datasolution, Inc.","2017/08/03","KOSDAQ","주권","중견기업부","보통주","500","16225380"
"KR7206560005","206560","덱스터스튜디오","덱스터","Dexter studios Co., Ltd.","2015/12/22","KOSDAQ","주권","기술성장기업부","보통주","500","25411736"
"KR7261200000","261200","덴티스","덴티스","DENTIS CO.,LTD","2017/06/26","KOSDAQ","주권","우량기업부","보통주","500","15809700"
"KR7484120001","484120","도우인시스","도우인시스","DOWOOINSYS CO., LTD.","2025/07/23","KOSDAQ","주권","중견기업부","보통주","500","10957422"
"KR7067990002","067990","도이치모터스","도이치모터스","DEUTSCH MOTORS INC.","2004/12/03","KOSDAQ","주권","우량기업부","보통주","500","29181550"
"KR7006620009","006620","동구바이오제약","동구바이오제약","DongKoo Bio & Pharma Co., Ltd.","2018/02/13","KOSDAQ","주권","우량기업부","보통주","500","28464992"
"KR7005160007","005160","동국산업","동국산업","DONGKUK INDUSTRIES COMPANY","1999/06/25","KOSDAQ","주권","중견기업부","보통주","1000","54244482"
"KR7303810006","303810","동국생명과학","동국생명과학","DongKook Life Science Co., Ltd.","2025/02/17","KOSDAQ","주권","중견기업부","보통주","500","31984140"
"KR7075970004","075970","동국알앤에스","동국알앤에스","DONGKUK REFRACTORIES & STEEL CO., LTD.","2004/02/13","KOSDAQ","주권","중견기업부","보통주","1000","18400000"
"KR7100130004","100130","동국에스엔씨","동국S&C","DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED","2009/08/31","KOSDAQ","주권","중견기업부","보통주","500","57143000"
"KR7086450004","086450","동국제약","동국제약","DongKook Pharmaceutical Co.,Ltd.","2007/05/29","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","45230420"
"KR7240550004","240550","동방메디컬","동방메디컬","DongBang Medical Co., Ltd.","2025/02/13","KOSDAQ","주권","벤처기업부","보통주","500","20933940"
"KR7099410003","099410","동방선기","동방선기","Dongbang Ship Machinery Co., Ltd","2009/11/10","KOSDAQ","주권","벤처기업부","보통주","500","14000000"
"KR7033500000","033500","동성화인텍","동성화인텍","DONGSUNG FINETEC CO., Ltd","1997/12/19","KOSDAQ","주권","우량기업부","보통주","500","29989494"
"KR7025950007","025950","동신건설","동신건설","DongshinEngineering&Construction","1995/08/07","KOSDAQ","주권","우량기업부","보통주","500","8400000"
"KR7088130000","088130","동아엘텍","동아엘텍","DONG A ELTEK Co., Ltd","2007/01/03","KOSDAQ","주권","중견기업부","보통주","500","17485314"
"KR7041930009","041930","동아화성","동아화성","DONG-A HWA SUNG CO.,LTD","2001/12/26","KOSDAQ","주권","우량기업부","보통주","500","15800000"
"KR7060380003","060380","동양에스텍","동양에스텍","Dongyang S·TEC Co., Ltd.","2002/02/05","KOSDAQ","주권","우량기업부","보통주","500","19700000"
"KR7079960001","079960","동양이엔피","동양이엔피","DONGYANG E&P INC.","2005/02/01","KOSDAQ","주권","우량기업부","보통주","500","7860000"
"KR7228340006","228340","동양파일","동양파일","TONGYANG PILE, Inc.","2016/04/06","KOSDAQ","주권","중견기업부","보통주","500","20000000"
"KR7088910005","088910","동우팜투테이블","동우팜투테이블","DONGWOO FARM TO TABLE CO., LTD","2006/06/23","KOSDAQ","주권","우량기업부","보통주","500","25831764"
"KR7094170008","094170","동운아나텍","동운아나텍","DONGWOON ANATECH CO.,LTD.","2015/06/30","KOSDAQ","주권","우량기업부","보통주","500","20909936"
"KR7013120001","013120","동원개발","동원개발","DongwonDevelopment","1994/12/29","KOSDAQ","주권","우량기업부","보통주","500","90808100"
"KR7109860007","109860","동일금속","동일금속","DONGIL METAL CO., LTD.","2009/07/28","KOSDAQ","주권","우량기업부","보통주","500","9100000"
"KR7032960007","032960","동일기연","동일기연","DongilTechnology","1997/07/18","KOSDAQ","주권","중견기업부","보통주","500","3518595"
"KR7023790009","023790","동일스틸럭스","동일스틸럭스","DONGIL STEELUX","1994/11/07","KOSDAQ","주권","중견기업부","보통주","500","26139617"
"KR7005290002","005290","동진쎄미켐","동진쎄미켐","DONGJIN SEMICHEM CO., LTD.","1999/12/21","KOSDAQ","주권","우량기업부","보통주","500","51414494"
"KR7025900002","025900","동화기업","동화기업","DONGWHA ENTERPRISE CO., LTD.","1995/08/07","KOSDAQ GLOBAL","주권","중견기업부","보통주","200","50557285"
"KR7131970006","131970","두산테스나","두산테스나","DOOSAN TESNA","2013/10/22","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","19327238"
"KR7073190001","073190","듀오백","듀오백","DUOBACK CO., LTD.","2004/02/06","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","11968040"
"KR7176750008","176750","듀켐바이오","듀켐바이오","DuChemBio Co, LTD","2024/12/20","KOSDAQ","주권","기술성장기업부","보통주","500","28455220"
"KR7030350003","030350","드래곤플라이","드래곤플라이","Dragonfly GF Co., Ltd.","1997/11/10","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","15592079"
"KR7203650007","203650","드림시큐리티","드림시큐리티","Dream Security Co.,Ltd.","2014/10/13","KOSDAQ","주권","중견기업부","보통주","100","95632844"
"KR7223250002","223250","드림씨아이에스","드림씨아이에스","DreamCIS INC.","2020/05/22","KOSDAQ","주권","중견기업부","보통주","500","24577490"
"KR7060570009","060570","드림어스컴퍼니","드림어스컴퍼니","Dreamus Company","2003/12/19","KOSDAQ","주권","중견기업부","보통주","500","74101573"
"KR7362990004","362990","드림인사이트","드림인사이트","DREAMINSIGHT Co.,Ltd.","2024/01/25","KOSDAQ","주권","벤처기업부","보통주","100","16800574"
"KR7016670002","016670","디모아","디모아","DMOA","1993/04/21","KOSDAQ","주권","중견기업부","보통주","500","10194234"
"KR7187870001","187870","디바이스","디바이스","DEVICE","2017/12/20","KOSDAQ","주권","우량기업부","보통주","500","7036609"
"KR7477760003","477760","디비금융제12호기업인수목적","DB금융스팩12호","DB Finance No.12 Special Purpose Acquisition Co., Ltd.","2024/06/18","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5840000"
"KR7489730002","489730","디비금융제13호기업인수목적","디비금융제13호스팩","DB Finance No.13 Special Purpose Acquisition Co., Ltd.","2024/11/28","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6332000"
"KR70004Y0000","0004Y0","디비금융제14호기업인수목적","디비금융제14호스팩","DB Finance No.14 Special Purpose Acquisition Co., Ltd.","2025/07/22","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5315000"
"KR7110990009","110990","디아이티","디아이티","DIT","2018/08/07","KOSDAQ","주권","우량기업부","보통주","100","18900000"
"KR7263690000","263690","디알젬","디알젬","DRGEM CORPORATION","2018/11/22","KOSDAQ","주권","우량기업부","보통주","500","11325610"
"KR7214680001","214680","디알텍","디알텍","DRTECH Corporation","2015/04/20","KOSDAQ","주권","벤처기업부","보통주","100","83477056"
"KR7347850000","347850","디앤디파마텍","디앤디파마텍","D&D Pharmatech Inc.","2024/05/02","KOSDAQ","주권","기술성장기업부","보통주","500","43804147"
"KR7263720005","263720","디앤씨미디어","디앤씨미디어","D&C MEDIA CO.,LTD.","2017/08/01","KOSDAQ","주권","벤처기업부","보통주","500","12412591"
"KR7376300000","376300","디어유","디어유","DEAR U Co.,Ltd.","2021/11/10","KOSDAQ","주권","우량기업부","보통주","500","23738406"
"KR7241520006","241520","디에스씨인베스트먼트","DSC인베스트먼트","DSC Investment Inc.","2016/12/19","KOSDAQ","주권","중견기업부","보통주","500","27000000"
"KR7109740001","109740","디에스케이","디에스케이","DSK Co.,Ltd.","2009/09/23","KOSDAQ","주권","벤처기업부","보통주","500","25710390"
"KR7031860000","031860","디에이치엑스컴퍼니","디에이치엑스컴퍼니","DHX Company","1997/01/07","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","18985423"
"KR7290120005","290120","디에이치오토리드","DH오토리드","DH AUTOLEAD","2018/12/07","KOSDAQ","주권","우량기업부","보통주","500","15824249"
"KR7025440009","025440","디에이치오토웨어","DH오토웨어","DHAUTOWARE","1995/05/22","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","48781224"
"KR7196490007","196490","디에이테크놀로지","디에이테크놀로지","DA Technology Co.,Ltd.","2014/11/19","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","178549360"
"KR7066900002","066900","디에이피","디에이피","DAP Co., Ltd","2004/05/14","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","22744503"
"KR7180400004","180400","디엑스앤브이엑스","DXVX","Dx & Vx","2015/11/20","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","98429432"
"KR7092070002","092070","디엔에프","디엔에프","DNF Co., Ltd.","2007/11/16","KOSDAQ","주권","우량기업부","보통주","500","11571858"
"KR7068790005","068790","디엠에스","DMS","DMS Co.,Ltd.","2004/10/01","KOSDAQ","주권","중견기업부","보통주","500","22570224"
"KR7039840004","039840","디오","디오","DIO Corporation","2000/06/29","KOSDAQ","주권","중견기업부","보통주","500","13415828"
"KR7219550001","219550","디와이디","디와이디","DYD","2015/07/22","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","37720482"
"KR7310870001","310870","디와이씨","디와이씨","DYC","2018/12/20","KOSDAQ","주권","벤처기업부","보통주","100","20687271"
"KR7104460001","104460","디와이피엔에프","디와이피엔에프","DYPNF CO.,LTD","2009/12/22","KOSDAQ","주권","우량기업부","보통주","500","10518101"
"KR7079810008","079810","디이엔티","디이엔티","DE&T Co., Ltd.","2005/01/26","KOSDAQ","주권","우량기업부","보통주","500","21528094"
"KR7113810006","113810","디젠스","디젠스","Dgenx Co., Ltd.","2012/11/22","KOSDAQ","주권","중견기업부","보통주","500","32628051"
"KR7043360007","043360","디지아이","디지아이","Digital Graphics Incorporation","2001/07/20","KOSDAQ","주권","벤처기업부","보통주","500","9000000"
"KR7099520009","099520","디지아이티엑스","DGI","DG-ITX","2009/12/22","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","45281824"
"KR7197140007","197140","디지캡","디지캡","DigiCAP","2018/09/07","KOSDAQ","주권","벤처기업부","보통주","500","13013154"
"KR7068930007","068930","디지털대성","디지털대성","Digital Daesung Co., Ltd.","2003/10/17","KOSDAQ","주권","우량기업부","보통주","500","27675342"
"KR7033130006","033130","디지틀조선일보","디지틀조선","DigitalChosun","1997/08/06","KOSDAQ","주권","중견기업부","보통주","500","37115267"
"KR7105740005","105740","디케이락","디케이락","DK-Lok Corporation","2010/11/12","KOSDAQ","주권","우량기업부","보통주","500","10168513"
"KR7263020000","263020","디케이앤디","디케이앤디","DK&D","2018/11/20","KOSDAQ","주권","벤처기업부","보통주","500","13836146"
"KR7290550003","290550","디케이티","디케이티","DK Tech Co., Ltd.","2018/12/21","KOSDAQ","주권","우량기업부","보통주","500","20001230"
"KR7066670001","066670","디티씨","디티씨","DTC","2002/12/30","KOSDAQ","주권","중견기업부","보통주","500","18691918"
"KR7187220009","187220","디티앤씨","디티앤씨","Dt&C","2014/12/17","KOSDAQ","주권","중견기업부","보통주","500","11524933"
"KR7383930005","383930","디티앤씨알오","디티앤씨알오","DT&CRO CO., Ltd.","2022/11/11","KOSDAQ","주권","중견기업부","보통주","500","12784128"
"KR7131180002","131180","딜리","딜리","DILLI ILLUSTRATE INC.,","2011/01/31","KOSDAQ","주권","벤처기업부","보통주","100","29350000"
